name;id;riasec
Elektrotechnik kontrolor jakosti;5105;Prakticko-technický (R)
Elektroinženýr pracovník řízení jakosti;5124;Prakticko-technický (R),Administrativně-správní (C)
Elektrotechnik mistr;5101;Prakticko-technický (R),Podnikatelský (E)
Elektrotechnik normovač;5104;Prakticko-technický (R)
Elektrotechnik pro elektrické stroje a přístroje;101939;
Elektrotechnik projektant;5106;Prakticko-technický (R)
Elektrotechnik technolog;5103;Prakticko-technický (R)
Elektrotechnik výzkumný a vývojový pracovník;101953;
Mechanik chladicích a klimatizačních zařízení a tepelných čerpadel;102621;
Montér elektrických instalací;101795;Prakticko-technický (R)
Montér elektrických rozvaděčů;101786;Prakticko-technický (R)
Montér elektrických rozvodů;100914;Prakticko-technický (R)
Montér elektrických sítí;101797;
Montér elektroinstalace;101812;
Montér elektrorozvodných sítí;2066;Prakticko-technický (R)
Montér hromosvodů;101792;
Technik provozu malé elektrárny;102717;Prakticko-technický (R)
Lesní technik těžebně-dopravních a štěpkovacích strojů;102718;
Montér prací pod napětím NN do 1000 V;102371;
Montér kovových stavebních konstrukcí;102719;Prakticko-technický (R)
Technik melioračních soustav;102720;
Technik odvodňovacích soustav;102721;
Montér skleněných a plastových stavebních konstrukcí;102722;Prakticko-technický (R)
Technik závlahových soustav;102723;
Montér dřevěných stavebních konstrukcí;102724;Prakticko-technický (R)
Montér betonových stavebních konstrukcí;102725;Prakticko-technický (R)
Montér slaboproudých zařízení;101804;Prakticko-technický (R)
Montér tepelných čerpadel;101796;Prakticko-technický (R)
Samostatný elektrotechnik investic a engineeringu;5117;Prakticko-technický (R),Administrativně-správní (C)
Samostatný elektrotechnik konstruktér pro elektrické stroje a přístroje;101940;
Samostatný elektrotechnik manažer provozu;5118;Podnikatelský (E)
Samostatný elektrotechnik pracovník řízení jakosti;5113;Prakticko-technický (R),Administrativně-správní (C)
Samostatný elektrotechnik pro biomedicínské přístroje;102185;Prakticko-technický (R)
Samostatný elektrotechnik projektant;5115;Prakticko-technický (R)
Samostatný elektrotechnik technolog;5111;Prakticko-technický (R)
Samostatný elektrotechnik výzkumný a vývojový pracovník;5114;Intelektuálně-výzkumný (I)
Technik řízení montáže, provozu a údržby EZ v těžbě;101527;Prakticko-technický (R)
Elektroinženýr výzkumný a vývojový pracovník;5126;Intelektuálně-výzkumný (I)
Elektromechanik chladicích zařízení;102623;
Elektromechanik elektronických zařízení;2072;Prakticko-technický (R)
Elektromechanik pro montáž nábytku;101816;
Elektromechanik pro technická zařízení;101815;
Elektromechanik zabezpečovacích systémů v automobilovém průmyslu;101944;Prakticko-technický (R)
Koordinační pracovník v sociální oblasti;102726;
Metodický pracovník v sociální oblasti;102727;
Kontrolor kvality;102498;
Lamač;100873;Prakticko-technický (R)
Manažer prodeje;102637;
Metrolog;102472;
Trenér tanečních technik;102728;Umělecko-jazykový (A)
Celní deklarant;101699;
Chovatel koní;101119;
Střihač psů;102729;Umělecko-jazykový (A)
Chovatel a jezdec pro přípravu a testaci mladých koní;101124;Prakticko-technický (R)
Kočí;30437;Prakticko-technický (R)
Expedient metalurgických výrobků;102374;
Chovatel a jezdec sportovních koní;101121;
Kočí v lesní těžbě;100928;
Plsťař;30906;Prakticko-technický (R)
Pracovník správy pohledávek;101925;
Pokladní;101529;
Osazovač;100869;Prakticko-technický (R)
Písmák;100870;Prakticko-technický (R)
Ošetřovatel koní;101146;Prakticko-technický (R)
Štípač kamene;100868;Prakticko-technický (R)
Úpravář kožešin;2013;Prakticko-technický (R)
Produkční kulturních projektů;102731;Podnikatelský (E)
Grafik 3D a 2D;102732;Umělecko-jazykový (A)
Strojírenský technik konstruktér;5135;Prakticko-technický (R)
Strojní zámečník;107;Prakticko-technický (R)
Vahař;2182;Prakticko-technický (R)
Zámečník kolejových konstrukcí a vozidel;2237;Prakticko-technický (R)
Lepič plastů;30635;Prakticko-technický (R)
Svářeč plastů;30634;Prakticko-technický (R)
Svářeč kovů;105;Prakticko-technický (R)
Kamnář montér kamen na biomasu;102733;Prakticko-technický (R)
Kastelán;102735;Prakticko-technický (R)
Operátor strojů a zařízení pro bezvýkopové technologie;102737;Prakticko-technický (R)
Revizní technik průmyslových komínů;102738;Prakticko-technický (R)
Analytik státního dozoru v oblasti léčiv;102739;
Inspektor státního dozoru v oblasti léčiv;102740;
Pracovník obchodního úseku;102741;Podnikatelský (E)
Pracovník cenotvorby;102743;Podnikatelský (E)
Odborný pracovník registrací léčivých přípravků;102744;
Elektromechanik kontrolor kvality;102745;Prakticko-technický (R)
Technik protierozních opatření;102746;
Laborant státního dozoru v oblasti léčiv;102747;
Manželský a rodinný poradce;102748;
Koordinátor registrací léčivých přípravků;102749;
Interkulturní pracovník;102750;
Dělník v koželužské výrobě;102752;Prakticko-technický (R)
Dělník v obuvnické výrobě;102754;Prakticko-technický (R)
Obuvník pro plastikářskou výrobu;102755;Prakticko-technický (R)
Terénní pracovník;102756;
Technolog pro plastikářskou a gumárenskou výrobu obuvi;102757;Prakticko-technický (R)
Specialista bezpečnosti a hygieny prodeje potravin;102758;
Oblastní manažer velkoobchodu pro svěřený region;102759;
Aktivizační pracovník;102760;
Aktivizační pracovník v sociální péči;102762;
Řidič lokomotivy v dole;102763;
Řidič důlní kolejové lokomotivy;102764;Prakticko-technický (R)
Pracovník odbytu;102765;
Řidič závěsné lokomotivy v dole;102766;Prakticko-technický (R)
Koordinátor dobrovolníků;102767;Sociální (S)
Báňský úpravář;102768;
Obsluha úpravny kamene;102769;Prakticko-technický (R)
Hlavní vedoucí zotavovacích akcí dětí a mládeže;102770;Sociální (S)
Romský asistent;102772;
Báňský úpravář uranu;102773;Prakticko-technický (R)
Pracovník sociální prevence;102774;
Aktivizační pracovník v sociální prevenci;102775;
Obsluha třídírny uranu;102776;Prakticko-technický (R)
Chemický technik pro kompozitní materiály;102777;Prakticko-technický (R)
Tlumočník českého znakového jazyka;102782;
Supervizor v pomáhajících profesích;102783;
Chemicko-farmaceutický technik;102784;Prakticko-technický (R)
Chemicko-farmaceutický operátor;102785;Prakticko-technický (R)
Báňský úpravář uhlí;102786;Prakticko-technický (R)
Ladič pian;102789;Prakticko-technický (R)
Technik památkové obnovy;102790;Prakticko-technický (R)
Nákupčí;102791;
Montér vzduchotechniky;2187;Prakticko-technický (R)
Prodavač;102792;
Nálezový technolog diagnostik pro avioniku;30821;Prakticko-technický (R)
Nálezový technolog diagnostik pro letadlové celky;30820;Prakticko-technický (R)
Pomocný pracovník ve strojírenství;30947;Prakticko-technický (R)
Referent životního prostředí pro odpadové hospodářství;102793;
Provozní zámečník;2245;Prakticko-technický (R)
Revizní technik kotlů;102603;
Revizní technik tlakových nádob stabilních;102604;
Drogista;102794;
Kontrolor kvality dopravy;102373;
Kontrolor přepravy cestujících;102320;
Logistik skladových operací;100075;Prakticko-technický (R)
Obsluha lyžařského vleku;102025;
Pracovník odpadového hospodářství;102798;
Logistik výroby;100073;Prakticko-technický (R)
Logistik v dopravě a přepravě;100074;Prakticko-technický (R)
Odborný pracovník obsluhy pošty;102272;
Operátor poštovních informačních služeb;101238;
Posunovač;2851;Prakticko-technický (R)
Pracovník poštovní přepravy pro mezinárodní poštovní provoz;102273;
Řidič sněžných pásových vozidel;102474;
Vedoucí obsluhy nákladních vlaků;2266;Prakticko-technický (R)
Vedoucí posunu;100965;Prakticko-technický (R)
Vedoucí provozu lanových drah;102026;
Vedoucí provozu lyžařských vleků;102468;
Restaurátor uměleckořemeslných děl ze dřeva s výjimkou kulturních památek a děl uložených ve sbírkách muzeí a galerií;7583;Umělecko-jazykový (A)
Pracovník zařízení pro ochranu ovzduší;102799;
Pracovník zařízení pro ochranu vod;102800;
Baletní mistr;7670;Umělecko-jazykový (A)
Taneční pedagog;5459;Umělecko-jazykový (A)
Expedient;102029;
Pracovník odbytu velkoobchodu;102518;
Obchodní cestující;102007;
Technik zařízení pro ochranu vod;102801;
Optik;81;Prakticko-technický (R),Intelektuálně-výzkumný (I)
Rýsovač;2189;Prakticko-technický (R)
Samostatný zkušební technik letadel;30818;Prakticko-technický (R)
Seřizovač konvenčních obráběcích strojů;2186;Prakticko-technický (R)
Stavební zámečník;2243;Prakticko-technický (R)
Tanečník člen sboru a souboru;5457;Umělecko-jazykový (A)
Choreograf;5456;Umělecko-jazykový (A)
Tanečník sólista;5458;Umělecko-jazykový (A)
Strojírenský technik konstruktér;102802;
Strojírenský technik projektant;102803;
Zkušební technik letadel;102804;
Strojník obsluhy drenážních strojů a fréz;102805;Prakticko-technický (R)
Obsluha stavebních strojů finišerů živičných a betonových směsí;102806;Prakticko-technický (R)
Obsluha stavebních strojů autogrejdrů a grejdrelevátorů;102807;Prakticko-technický (R)
Obsluha drenážních strojů a fréz;102808;Prakticko-technický (R)
Umělecký vlásenkář a maskér;100986;Umělecko-jazykový (A)
Chemický technik environmentální geochemik;102810;
Chemický technik pro povrchové úpravy materiálů;102811;Prakticko-technický (R)
Chemik pro vzorkování;102812;
Pracovník v myslivosti;102813;
Opravář těžebně-dopravních a štěpkovacích strojů;102814;
Garant bezpečnosti pro oblast práce s dětmi a mládeží v zájmovém a neformálním vzdělávání;102817;Sociální (S)
Obsluha stavebních strojů a zařízení pro napínání předpínací výztuže;102818;Prakticko-technický (R)
Technik gumárenské výroby;102819;
Technolog gumárenské výroby;102820;
Samostatný vedoucí volnočasových aktivit dětí a mládeže;102821;
Obsluha stavebních strojů nakládacích a vykládacích kolových a pásových;102822;Prakticko-technický (R)
Obsluha stavebních strojů zařízení pro míchání injektážní malty a injektování;102823;Prakticko-technický (R)
Samostatný referent životního prostředí;102824;
Samostatný referent životního prostředí pro hodnocení vlivů na životní prostředí;102825;
Obsluha stavebních strojů motorových skrejprů;102826;Prakticko-technický (R)
Samostatný referent životního prostředí pro odpadové hospodářství;102827;
Technik odpadového hospodářství;102831;
Technik zařízení pro ochranu ovzduší;102833;
Obsluha stavebních strojů dozerů a kolových traktorů;102834;Prakticko-technický (R)
Samostatný referent životního prostředí pro ochranu ovzduší;102838;
Podnikový ekolog;102839;
Obsluha stavebních strojů dozerů a pásových traktorů;102840;Prakticko-technický (R)
Samostatný referent životního prostředí pro ochranu přírody a krajiny;102841;
Pracovník internetového obchodu;102842;
Obsluha stavebních strojů skrejprů s pásovým tahačem;102843;Prakticko-technický (R)
Obsluha stavebních strojů speciálních motorových sněhových fréz;102844;Prakticko-technický (R)
Sociální pracovník;102845;
Vedoucí volnočasových aktivit dětí a mládeže;102846;
Samostatný referent životního prostředí pro ochranu zem. fondu;102847;
Odborný pracovník v oblasti mezinárodní spolupráce s dětmi a mládeží;102849;Administrativně-správní (C)
Sociální pracovník pro sociální rehabilitaci;102850;
Pracovník krizové linky;102851;
Pracovník zakázkové a měřenkové výroby oděvů;102852;
Asistent sociálního pracovníka;102853;
Obsluha stavebních strojů korečkových hlubidel;102854;Prakticko-technický (R)
Referent životního prostředí;102855;
Referent životního prostředí pro ochranu ovzduší;102856;
Obsluha stavebních strojů truboukladčíků;102857;Prakticko-technický (R)
Referent životního prostředí pro lesní hospodářství a myslivost;102858;
Referent životního prostředí pro vodní hospodářství;102859;
Obsluha stavebních strojů vrtných souprav pro skalní práce;102860;Prakticko-technický (R)
Referent životního prostředí pro ochranu přírody a krajiny;102861;
Obsluha stavebních strojů speciálních přepravníků čerstvého betonu;102862;Prakticko-technický (R)
Zdravotník zotavovací akce pro děti a mládež;102863;
Sociální pracovník dávek nepojistného sociálního systému;102864;
Pečovatel;102867;
Pracovník přímé obslužné péče;102868;
Pracovník pečovatelské služby;102869;
Obsluha stavebních strojů silničních válců;102870;Prakticko-technický (R)
Obsluha stavebních strojů kompresorů;102872;Prakticko-technický (R)
Obsluha stavebních strojů čerpadel čerstvého betonu;102874;Prakticko-technický (R)
Technik specialista pro ochranu ovzduší;102875;
Operátor turbíny;102876;Prakticko-technický (R)
Technik specialista pro ochranu vod;102877;
Obsluha stavebních strojů betonáren;102880;Prakticko-technický (R)
Obsluha stavebních strojů obaloven živičných směsí;102881;Prakticko-technický (R)
Obsluha stavebních strojů pro zakládání - vrtané piloty, beranidla a vytahovače;102882;Prakticko-technický (R)
Obsluha stavebních strojů úzkorozchodných lokomotiv pro přenosné dráhy;102883;Prakticko-technický (R)
Obsluha stavebních strojů speciálních tahačů stavebních mechanizmů;102884;Prakticko-technický (R)
Referent životního prostředí pro ochranu zemědělského půdního fondu;102885;
Technik specialista odpadového hospodářství;102886;
Samostatný referent životního prostředí pro lesní hospodářství a myslivost;102887;
Strážce pro ochranu přírody a krajiny;102888;
Autolakýrník;102889;
Botanik pro ochranu přírody a krajiny;102890;
Geolog pro ochranu přírody a krajiny;102891;
Klempíř;102892;
Zoolog pro ochranu přírody a krajiny;102893;
Letecký mechanik;102894;
Osobní asistent;102895;
Osobní asistent osob s duševním onemocněním;102896;
Mechanik kolejových vozidel;102897;
Mechanik optických přístrojů a brýlové techniky;102899;
Osobní asistent osob s mentálním a kombinovaným postižením;102900;
Mechanik výtahů;102901;
Nástrojař;102902;
Obráběč kovů;102903;
Technik jakosti ve strojírenství;102904;
Technik výtahů;102905;
Zušlechťovač kovů;102906;
Pracovník sociální prevence;102907;
Pomocný pracovník ve strojírenství;102908;
Pracovník inspekce sociálních služeb;102909;
Vedoucí inspekčního týmu inspekce sociálních služeb;102910;
Vedoucí inspekčního týmu inspekce sociálních služeb;102911;
Osobní asistent osob s postižením pohybového aparátu;102914;
Lesník pro ochranu přírody a krajiny;102915;
Inspektor sociálních služeb;102916;
Osobní asistent osob se smyslovým postižením;102917;
Referent životního prostředí pro odpadové hospodářství;102918;
Samostatný referent životního prostředí pro ochranu zemědělského půdního fondu;102919;
Pečovatel;102920;
Osobní asistent;102921;
Zemědělský mechanizátor;102922;Prakticko-technický (R)
Zemědělský dělník;30690;Prakticko-technický (R)
Samostatný referent životního prostředí pro integrovanou prevenci a prevenci závažných havárií;102923;
Samostatný referent životního prostředí pro vodní hospodářství;102924;
Krajinář pro ochranu přírody a krajiny;102925;
Zbožíznalec;101985;
Obchodní zástupce;102008;
Vodař pro ochranu přírody a krajiny;102927;
Jeřábník;102928;
Jeřábník pro automobilní jeřáby;102929;
Komunitní sociální pracovník;102930;
Zkušební technik vyhrazených tlakových nádob;102931;
Jeřábník pro nakládací jeřáby;102932;
Jeřábník pro zdvihadla a mostové, portálové a konzolové jeřáby;102933;
Sociální pracovník v dlouhodobé péči;102934;
Pomocný pracovník ve strojírenství;102938;
Zkušební technik vyhrazených kotlů;102939;
Revizní technik velkostroje;102940;
Revizní technik lyžařských vleků a lanových drah;102941;
Manipulant interní logistiky v automobilovém průmyslu;102942;
Zasílatel;102943;
Disponent mezinárodního zasílatelství;102946;
Vazač břemen;102947;
Řidič speciálních vozidel;102948;
Řidič silniční dopravy;102949;
Dispečer silniční dopravy;102950;
Strojník lanové dráhy;102951;
Zámečník;102952;
Řidič speciálních vozidel;102953;
Zkušební technik přepravních nádob na plyny;102954;
Řidič nákladní dopravy;101750;
Řidič osobní dopravy;101751;
Řidič osobních a malých dodávkových automobilů;2107;Prakticko-technický (R)
Řidič lanových drah;2111;Prakticko-technický (R)
Zkušební technik nízkotlakých kotlů;102955;
Řidič motorových vozíků;2106;Prakticko-technický (R)
Řidič tramvají;101768;
Rýsovač;102956;
Řidič sněžných pásových vozidel;102957;
Samostatný strojírenský technik projektant;102958;
Samostatný strojírenský technik řízení jakosti;102959;
Samostatný strojírenský technik technolog;102960;
Samostatný strojírenský technik výzkumný a vývojový pracovník;102961;
Samostatný zkušební technik letadel;102962;
Servisní technik;102963;
Svářečský technolog;30630;Prakticko-technický (R)
Svářečský inženýr;30628;Prakticko-technický (R)
Sociální pracovník v sociálních službách;102964;
Sociální pracovník ve zdravotnictví;102965;
Sociální pracovník ve školství;102969;
Strojírenský technik technolog;102971;
Strojní inženýr pracovník řízení jakosti;102972;
Strojní inženýr investic a engineeringu;102973;
Strojní inženýr konstruktér;102974;
Strojní inženýr projektant;102975;
Strojní inženýr řízení výroby;102976;
Strojní inženýr technolog;102977;
Strojní inženýr výzkumný a vývojový pracovník;102978;
Technik technického rozvoje v dole;102979;
Zkušební technik;102981;
Instruktor svařování kovů;30632;Prakticko-technický (R)
Autolakýrník finální povrchové úpravy;101791;
Autolakýrník přípravář;101790;
Dělník ve strojírenské výrobě;101083;Prakticko-technický (R)
Důlní zámečník;2241;Prakticko-technický (R)
Galvanizér;2160;Prakticko-technický (R)
Mechanik strojů a zařízení;102982;
Lakýrník ve strojírenství;101941;
Letecký technik;30623;Prakticko-technický (R)
Letecký mechanik pro drak;30826;Prakticko-technický (R)
Montér točivých strojů;2240;Prakticko-technický (R)
Mechanik vakuových zařízení;2179;Prakticko-technický (R)
Mechanik polygrafických strojů;2180;Prakticko-technický (R)
Letecký mechanik pro letadlové agregáty;30827;
Mechanik opravář;2188;Prakticko-technický (R)
Letecký mechanik pro pohonné jednotky;30825;Prakticko-technický (R)
Automontážník;102984;
Mechanik báňské záchranné služby;2184;Prakticko-technický (R)
Dispečer strojírenské výroby;102985;
Mechanik geologickoprůzkumných zařízení;2181;Prakticko-technický (R)
Mechanik letadlových přístrojů;30626;Prakticko-technický (R)
Mechanik pro těžbu ropy a zemního plynu specialista;102986;
Letecký mechanik pro avioniku;102987;
Instruktor svařování kovů;102988;
Montér kotlář a potrubář;2239;Prakticko-technický (R)
Montér ocelových konstrukcí;2246;Prakticko-technický (R)
Montér ocelových lan pro zařízení osobní lanové dopravy;102023;
Restaurátor uměleckořemeslných děl z drahých kovů s výjimkou kulturních památek a děl uložených ve sbírkách muzeí a galerií;7584;Umělecko-jazykový (A)
Restaurátor uměleckořemeslných děl ze štuku s výjimkou kulturních památek a děl uložených ve sbírkách muzeí a galerií;7585;Umělecko-jazykový (A)
Restaurátor zlacení uměleckořemeslných děl s výjimkou kulturních památek a děl uložených ve sbírkách muzeí a galerií;7592;Umělecko-jazykový (A)
Pedagog v zařízení pro další vzdělávání pedagogických pracovníků;30010;Sociální (S)
Manažer maloobchodní franšízové sítě;102990;Podnikatelský (E)
Specialista pro kontrolu obchodních provozoven;102992;Podnikatelský (E)
Umělecký kovolijec a cizelér;102993;Umělecko-jazykový (A)
Umělecký kovolijec;102994;Umělecko-jazykový (A)
Umělecký cizelér;102995;Umělecko-jazykový (A)
Montér stavebních konstrukcí;102996;Prakticko-technický (R)
Klinický inženýr;102998;Intelektuálně-výzkumný (I)
Biomedicínský inženýr;102999;Intelektuálně-výzkumný (I)
Biomedicínský technik;103000;Intelektuálně-výzkumný (I)
Biotechnický asistent;103001;Intelektuálně-výzkumný (I)
Dispečer depa;103005;Prakticko-technický (R)
Kontrolor strojírenských výrobků;103006;Prakticko-technický (R)
Kontrolor strojírenských výrobků;103007;
Mechanik plynových zařízení;103008;Prakticko-technický (R)
Operátor poloautomatických strojů v automobilovém průmyslu;103009;Prakticko-technický (R)
Provozní deklarant pro mezinárodní poštovní provoz;103010;Prakticko-technický (R)
Reklamant v poštovním provozu;103011;Prakticko-technický (R)
Vedoucí depa;103012;Podnikatelský (E)
Pracovník údržby a technického dozoru;103015;Prakticko-technický (R)
Ruční krajkářka;241;Umělecko-jazykový (A)
Ruční tkadlec;242;Umělecko-jazykový (A)
Tkadlec tapiserií;244;Umělecko-jazykový (A)
Lepič vrstvených konstrukcí letadel;103016;Prakticko-technický (R)
Letecký sestavář - nýtař;103017;Prakticko-technický (R)
Manipulační pracovník se zbožím ve skladu;103023;Prakticko-technický (R)
Mechanik opravář letadel;103024;Prakticko-technický (R)
Potrubář letecký;103025;Prakticko-technický (R)
Tvářeč plastů pro letadla;103026;Prakticko-technický (R)
Pracovník evidence zásob a materiálu;103029;Administrativně-správní (C)
Specialista bezpečnosti přepravy;103030;Prakticko-technický (R)
Specialista pro pojištění a reklamace;103031;Administrativně-správní (C)
Hutní technik přípravář výroby;103032;Podnikatelský (E)
Hutník tváření kovů;103033;Prakticko-technický (R)
Operátor zpracování dílů z kompozitů;103036;Prakticko-technický (R)
Inženýr recyklace;103037;Intelektuálně-výzkumný (I)
REACH manažer;103038;Sociální (S)
Technik pro recyklaci;101761;Podnikatelský (E)
Chemicko-farmaceutický analytik;103039;Prakticko-technický (R)
Chemicko-farmaceutický mistr;103040;Podnikatelský (E)
Chemicko-farmaceutický plánovač;103041;Podnikatelský (E)
Chemicko-farmaceutický technolog;103042;Podnikatelský (E)
Operátor gumárenské a plastikářské výroby;103043;Prakticko-technický (R)
Provozní technik gumárenské a plastikářské výroby;103044;Prakticko-technický (R)
Operátor podzemního zásobníku plynu;102935;
Slévárenský technik technolog IT;103045;Administrativně-správní (C)
Operátor pásové dopravy;103046;Prakticko-technický (R)
Obsluha podzemního zásobníku plynu;103047;Prakticko-technický (R)
Metalograf;103048;Prakticko-technický (R)
Programátor pro mobilní aplikace;103049;Intelektuálně-výzkumný (I)
Softwarový tester;103050;Intelektuálně-výzkumný (I)
Technik plynových zařízení a tepelných soustav;101088;Prakticko-technický (R)
Lešenář montážník;103051;Prakticko-technický (R)
Lešenář šéfmontér;103052;Prakticko-technický (R)
Revizní technik spalinových cest;102006;Prakticko-technický (R)
Servisní mechanik chladících a klimatizačních zařízení a tepelných čerpadel;103055;Prakticko-technický (R)
Webový grafik;103056;Administrativně-správní (C)
Webový interakční designer;103059;Intelektuálně-výzkumný (I)
Zkušební komisař pro profesní způsobilost řidičů;103060;Administrativně-správní (C)
Jeřábník sloupových a věžových jeřábů;103061;Prakticko-technický (R)
Obsluha zdvihacích pracovních plošin;103062;Prakticko-technický (R)
Obsluha regálových zakladačů;103063;Prakticko-technický (R)
Kamnář stavitel kachlových kamen a kachlových sporáků;103066;Prakticko-technický (R)
Kamnář stavitel krbů;103067;Prakticko-technický (R)
Kamnář;103072;Prakticko-technický (R)
Montér tepelných foukaných izolací;103073;Prakticko-technický (R)
Montér tepelných izolací;103075;Prakticko-technický (R)
Montér tepelných stříkaných izolací;103077;Prakticko-technický (R)
Mechanik instalatérských a elektrotechnických zařízení;103083;Prakticko-technický (R)
Technik technických zařízení budov;103084;Prakticko-technický (R)
Zhotovitel hliněných staveb;103086;Prakticko-technický (R)
Operátor kotlů;103089;Prakticko-technický (R)
Zkušební technik tlakových zařízení;103090;Prakticko-technický (R)
Zkušební technik přepravních nádob na plyny dle předpisů ADR;103091;Prakticko-technický (R)
Zkušební technik přepravních nádob na plyny dle předpisů RID;103093;Prakticko-technický (R)
Servisní technik diagnostik;103095;Prakticko-technický (R)
Tesař;102201;Prakticko-technický (R)
Revizní technik elektrických zařízení E1A;103096;Prakticko-technický (R)
Technik optických sítí;103097;Prakticko-technický (R)
Instalatér – topenář;103098;Prakticko-technický (R)
Webový kodér;103099;Intelektuálně-výzkumný (I)
Revizní technik elektrických zařízení E2A;103100;Prakticko-technický (R)
Solutions Architect;103101;Podnikatelský (E)
Rozpočtář staveb;103103;Prakticko-technický (R)
Revizní technik elektrických zařízení E3A;103105;Prakticko-technický (R)
Revizní technik elektrických zařízení E2B;103106;Prakticko-technický (R)
Kominík;101899;
Revizní technik elektrických zařízení E4A;103107;Prakticko-technický (R)
Revizní technik elektrických zařízení E1B;103108;Prakticko-technický (R)
Energetický specialista;103109;Prakticko-technický (R)
Správce softwarových aplikací;103110;Intelektuálně-výzkumný (I)
Analytik kybernetické bezpečnosti;103111;Intelektuálně-výzkumný (I)
Architekt kybernetické bezpečnosti;103113;Intelektuálně-výzkumný (I)
Auditor kybernetické bezpečnosti;103114;Intelektuálně-výzkumný (I)
Manažer kybernetické bezpečnosti;103115;Podnikatelský (E)
Obkladač;2098;
Technik kybernetické bezpečnosti;103117;Prakticko-technický (R)
Pokrývač;100267;
Stavební klempíř;222;
Procesní konzultant;103118;Podnikatelský (E)
Správce webových aplikací;103119;Prakticko-technický (R)
Zedník;143;
Architekt IT v sektoru státní správy;103120;Intelektuálně-výzkumný (I)
Montér zateplovacích systémů;101806;
Podnikový architekt IT v komerčním sektoru;103121;Intelektuálně-výzkumný (I)
Samostatný elektrotechnik zkušebny elektrických strojů a přístrojů;103122;Prakticko-technický (R)
Návrhář podnikových procesů;103123;Intelektuálně-výzkumný (I)
Návěstní spojový dozorce;103125;Prakticko-technický (R)
Návěstní technik;103126;Prakticko-technický (R)
Mistr železniční infrastruktury;103127;Prakticko-technický (R)
Technický dozor stavebníka;103128;Prakticko-technický (R)
Mistr řemesla v oboru Kamnář;103129;Prakticko-technický (R)
Stavební dozor;103130;Prakticko-technický (R)
Kamnář technik;103139;
Technik inteligentních elektroinstalací;102369;Prakticko-technický (R)
Seřizovač gumárenských zařízení;102837;
Obsluha stavebních elektrocentrál;102879;Prakticko-technický (R)
Webdesigner;30385;Umělecko-jazykový (A)
Revizní technik elektrických zařízení;30358;Prakticko-technický (R)
Obchodník v metalurgii;102109;
Elektromechanik audiovizuálních komunikačních prostředků a zařízení;103145;
Samostatný elektrotechnik audiovizuálních komunikačních prostředků a zařízení;103146;
Elektrotechnik audiovizuálních komunikačních prostředků a zařízení;103147;
Samostatný elektrotechnik pro elektrostatický výboj;103149;
Elektroinženýr pro biomedicínské stroje a přístroje;103150;Prakticko-technický (R)
Dělník servisu motorových vozidel;100910;Prakticko-technický (R)
Mechanik opravář motorových vozidel;102898;
Greenkeeper;103151;
Včelař;103156;
Zahradník;103157;
Opravář zemědělských strojů;103158;
Zahradnický technik;103159;
Chovatel ryb a vodní drůbeže;103163;
Zahradnický specialista;103165;
Podkovář;103167;
Pěstitel plodin;103168;Prakticko-technický (R)
Vedoucí greenkeeper;103169;
Greenkeeper specialista;103170;
Autorský dozor projektanta;103177;
Muzejní edukátor;102314;
Grafik uživatelského rozhraní;103219;
Správce datového centra;103225;
Greenkeeper;102118;
Vedoucí greenkeeper;102625;
Greenkeeper specialista;102677;
Báňský technik pro povrchovou těžbu;103230;
Báňský technik pro těžbu ropy a plynu;103231;
Koksař;103232;
Kovář v hutním provozu;103233;
Slévač;103234;
Vrtač;103235;
Báňský technik pro hlubinnou těžbu;103236;
Hutník neželezných kovů;103237;
Hutník železa;103238;
Lisař hutního provozu;103239;
Topenář;2248;Prakticko-technický (R)
Montér vnitřního rozvodu vody a kanalizace;30899;Prakticko-technický (R)
Montér vnitřního rozvodu plynu a zařízení;2235;Prakticko-technický (R)
Omítkář;101805;
Komisař - specialista ICT;103245;
Komisař - manažer;103246;
Vrchní inspektor - kriminalistický technik;103247;
Vrchní inspektor - operační důstojník;103248;
Vrchní inspektor - specialista ICT;103249;
Vrchní inspektor služby kriminální policie a vyšetřování;103250;
Závodní lomu 2;30611;Prakticko-technický (R)
Technik přípravy lomové těžby;102871;
Technický dozor na povrchu;102339;
Dispečer lomové těžby;102787;Prakticko-technický (R)
Bezpečnostní technik pro povrchovou těžbu;102336;
Výplachový technik;102353;
Vedoucí těžebního střediska ropy a zemního plynu;30750;Prakticko-technický (R)
Technolog těžby ropy a zemního plynu;30747;Prakticko-technický (R)
Technik karotáže a perforace;102343;
Servisní technik karotážních přístrojů;102386;
Pracovník výzkumu vrtů a sond;102866;
Pracovník výplachového servisu;102354;
Vrtač pro trhací práce;102873;
Vrtač průzkumných vrtů;2261;Prakticko-technický (R)
Závodní;101140;
Vedoucí důlní klimatizace;101289;Prakticko-technický (R)
Technolog důlního díla;101147;Prakticko-technický (R)
Technik údržby těžní jámy;101143;Prakticko-technický (R)
Technik přípravy důlní výroby;7680;Prakticko-technický (R)
Technický dozor v podzemí;102338;
Mechanik důlní degazace;101144;Prakticko-technický (R)
Dispečer důlní výroby;101148;Prakticko-technický (R)
Bezpečnostní technik v podzemí;102335;
Báňský projektant;30612;Prakticko-technický (R)
Tavič;2211;Prakticko-technický (R)
Formíř a jádrař;100;Prakticko-technický (R)
Koksař obsluha chemické části koksovny;101710;
Koksař obsluha baterií;101711;
